Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
11209,67,Female,Shorts,Footwear,64,Washington,M,Orange,Winter,4.0,Yes,International Shipping,No,No,19,Cryptocurrency,Fortnightly
11210,48,Female,T-shirt,Clothing,76,Colorado,M,Black,Summer,3.6,No,Free Shipping,No,Yes,90,Cash,Annually
11211,27,Male,Backpack,Clothing,54,New Jersey,S,Olive,Fall,2.3,Yes,Same Day Delivery,Yes,No,22,Venmo,Fortnightly
11212,35,Female,Loafers,Outerwear,65,Nevada,S,Magenta,Winter,4.8,Yes,2-Day Shipping,No,No,16,Cryptocurrency,Annually
11213,63,Male,Gloves,Clothing,78,Connecticut,L,Orange,Summer,3.3,No,Store Pickup,Yes,Yes,23,Cryptocurrency,Quarterly
11214,26,Male,Scarf,Accessories,55,Kansas,XL,Teal,Winter,5.0,Yes,International Shipping,No,No,2,Venmo,Monthly
11215,43,Male,Windbreaker,Footwear,26,Delaware,M,Pink,Winter,2.4,No,Standard,No,No,81,Debit Card,Fortnightly
11216,29,Male,Hat,Footwear,53,Nevada,L,Blue,Summer,1.0,Yes,Store Pickup,Yes,No,15,Cryptocurrency,Monthly
11217,42,Male,Flip-flops,Accessories,72,Pennsylvania,M,Black,Summer,3.2,Yes,International Shipping,No,Yes,1,Bank Transfer,Annually
11218,23,Female,Sandals,Footwear,99,Massachusetts,L,Gold,Winter,2.9,No,Store Pickup,No,Yes,33,Bank Transfer,Quarterly
11219,43,Female,Jewelry,Clothing,87,Oregon,S,Green,Summer,3.9,Yes,Overnight Shipping,No,Yes,30,Cash,Bi-Weekly
11220,66,Female,Sneakers,Footwear,43,Indiana,S,Yellow,Spring,2.2,Yes,Store Pickup,No,Yes,78,Credit Card,Bi-Weekly
11221,46,Male,Handbag,Clothing,25,Alabama,L,Cyan,Spring,1.4,Yes,Free Shipping,Yes,No,14,PayPal,Weekly
11222,22,Male,Sandals,Outerwear,82,New Jersey,M,White,Spring,3.8,No,International Shipping,Yes,Yes,34,Cash,Monthly
11223,61,Female,Tie,Accessories,99,Kansas,L,Peach,Summer,1.3,No,Free Shipping,Yes,No,72,Bank Transfer,Bi-Weekly
11224,67,Female,Jacket,Footwear,64,Wisconsin,M,Blue,Spring,3.4,No,Free Shipping,Yes,Yes,50,Debit Card,Fortnightly
11225,38,Female,Sweater,Accessories,83,Washington,XL,Green,Winter,2.2,Yes,Free Shipping,No,No,39,Venmo,Monthly
11226,53,Male,Pants,Clothing,49,Oregon,L,Gold,Winter,1.3,Yes,Same Day Delivery,No,No,45,PayPal,Fortnightly
11227,42,Male,Loafers,Clothing,78,Arizona,XL,Black,Summer,3.1,Yes,Standard,No,No,48,PayPal,Weekly
11228,24,Female,Windbreaker,Accessories,90,Nebraska,M,Olive,Spring,4.5,Yes,Express,Yes,No,64,Bank Transfer,Fortnightly
11229,22,Female,Swimsuit,Footwear,80,South Carolina,L,Silver,Fall,4.5,Yes,Free Shipping,No,No,2,Cash,Weekly
11230,47,Male,Blouse,Clothing,63,Mississippi,S,Lavender,Summer,2.6,Yes,Express,Yes,No,89,Venmo,Weekly
11231,22,Male,Hoodie,Clothing,47,Massachusetts,XL,Teal,Winter,4.6,No,Same Day Delivery,Yes,Yes,2,Debit Card,Monthly
11232,49,Female,Hat,Clothing,62,Michigan,XL,Cyan,Winter,5.0,No,Next Day Air,Yes,Yes,74,Debit Card,Annually
11233,23,Male,Cufflinks,Accessories,40,Mississippi,M,Maroon,Winter,4.9,No,Express,No,Yes,49,Cash,Monthly
11234,69,Female,Hat,Accessories,28,Arkansas,M,Violet,Fall,3.1,Yes,2-Day Shipping,No,Yes,26,PayPal,Fortnightly
11235,31,Female,Raincoat,Clothing,60,West Virginia,S,White,Winter,3.7,No,Overnight Shipping,No,No,38,Venmo,Monthly
11236,50,Female,Blouse,Accessories,39,Idaho,L,Charcoal,Fall,3.8,Yes,2-Day Shipping,Yes,No,51,Cash,Weekly
11237,59,Male,Jewelry,Clothing,55,New York,M,Violet,Summer,2.5,No,Overnight Shipping,No,Yes,1,Credit Card,Fortnightly
11238,30,Male,Boots,Accessories,69,Kansas,L,Olive,Summer,3.2,No,Same Day Delivery,Yes,Yes,9,Credit Card,Annually
11239,23,Male,Loafers,Clothing,35,North Dakota,L,Charcoal,Fall,2.1,Yes,International Shipping,No,Yes,73,PayPal,Fortnightly
11240,59,Female,Windbreaker,Clothing,63,Illinois,L,Silver,Fall,2.0,Yes,Standard,No,Yes,31,Cryptocurrency,Quarterly
11241,30,Female,Gloves,Accessories,76,Utah,S,Magenta,Spring,1.9,No,Overnight Shipping,Yes,Yes,36,Venmo,Annually
11242,41,Female,Jeans,Outerwear,61,Minnesota,M,Peach,Fall,3.4,Yes,International Shipping,Yes,Yes,52,Cryptocurrency,Fortnightly
11243,38,Male,Cufflinks,Accessories,37,Vermont,S,Magenta,Summer,2.3,Yes,Express,Yes,Yes,64,Credit Card,Monthly
11244,36,Female,Blouse,Accessories,92,Arkansas,M,Blue,Spring,3.7,Yes,Same Day Delivery,No,No,17,PayPal,Monthly
11245,67,Male,Backpack,Outerwear,99,Rhode Island,L,Gold,Spring,3.3,Yes,Standard,Yes,No,87,Venmo,Every 3 Months
11246,57,Female,Windbreaker,Outerwear,69,Rhode Island,L,Purple,Winter,2.8,Yes,Standard,Yes,Yes,38,Cryptocurrency,Weekly
11247,35,Male,Overalls,Footwear,41,Tennessee,S,Beige,Fall,1.9,Yes,Overnight Shipping,No,Yes,82,Cryptocurrency,Bi-Weekly
11248,21,Male,Hoodie,Accessories,36,Pennsylvania,XL,White,Winter,2.9,No,Same Day Delivery,Yes,No,79,Bank Transfer,Quarterly
11249,41,Female,Handbag,Footwear,48,Georgia,S,White,Spring,1.5,Yes,Overnight Shipping,No,Yes,38,Debit Card,Annually
11250,68,Male,Dress,Outerwear,90,Minnesota,L,Gray,Fall,2.4,No,Same Day Delivery,No,Yes,8,Venmo,Monthly
11251,21,Female,Backpack,Accessories,32,Mississippi,S,Yellow,Winter,4.0,No,2-Day Shipping,No,No,30,Cash,Weekly
11252,68,Female,Swimsuit,Accessories,24,Idaho,M,Maroon,Summer,3.8,Yes,2-Day Shipping,No,No,28,PayPal,Monthly
11253,28,Male,Scarf,Outerwear,46,Nevada,M,Orange,Winter,3.0,Yes,Standard,Yes,Yes,88,Venmo,Fortnightly
11254,38,Male,Pants,Footwear,69,Washington,XL,Olive,Summer,5.0,No,Express,No,No,43,PayPal,Bi-Weekly
11255,30,Male,Blouse,Clothing,51,Florida,M,Olive,Summer,3.3,Yes,International Shipping,No,Yes,37,Debit Card,Monthly
11256,56,Female,Jeans,Footwear,72,California,M,Gray,Summer,2.0,No,Same Day Delivery,Yes,Yes,1,Cash,Every 3 Months
11257,68,Male,Flip-flops,Footwear,22,Nevada,S,Green,Fall,3.3,No,Store Pickup,No,No,82,Debit Card,Quarterly
11258,56,Male,Coat,Accessories,48,Wisconsin,XL,Orange,Summer,3.9,Yes,Express,Yes,Yes,46,Venmo,Monthly
11259,36,Male,Watch,Outerwear,34,Maryland,M,Beige,Fall,4.3,Yes,International Shipping,No,Yes,87,Cryptocurrency,Quarterly
11260,38,Female,Dress,Outerwear,74,Arkansas,M,Maroon,Spring,2.9,No,Standard,Yes,Yes,26,Cash,Every 3 Months
11261,67,Female,Scarf,Clothing,53,New Jersey,L,Violet,Fall,1.3,Yes,Express,Yes,No,78,Venmo,Quarterly
11262,53,Female,Backpack,Outerwear,79,Wyoming,XL,Cyan,Spring,1.6,Yes,Store Pickup,Yes,No,76,Debit Card,Every 3 Months
11263,32,Male,Necklace,Footwear,32,Florida,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,52,Credit Card,Monthly
11264,30,Female,Tie,Outerwear,67,Iowa,M,Gray,Spring,2.7,Yes,Overnight Shipping,No,No,8,Cryptocurrency,Quarterly
11265,33,Male,Jacket,Footwear,82,Alaska,XL,Lavender,Summer,3.5,Yes,Express,No,No,32,Debit Card,Fortnightly
11266,19,Male,Scarf,Accessories,54,Oregon,L,Beige,Spring,3.5,Yes,2-Day Shipping,No,No,38,Debit Card,Annually
11267,19,Female,Loafers,Outerwear,66,North Dakota,L,Violet,Spring,3.5,No,Same Day Delivery,No,No,39,Debit Card,Every 3 Months
11268,35,Female,Watch,Outerwear,65,Montana,XL,White,Winter,4.4,No,Next Day Air,No,Yes,11,Credit Card,Annually
11269,45,Female,Bracelet,Footwear,76,Pennsylvania,S,Lavender,Fall,3.3,Yes,Standard,Yes,No,35,PayPal,Annually
11270,62,Male,Dress,Footwear,94,Georgia,L,Red,Spring,4.4,Yes,Same Day Delivery,Yes,Yes,78,Cash,Quarterly
11271,61,Male,Backpack,Accessories,84,Idaho,XL,Violet,Spring,4.3,No,Store Pickup,Yes,Yes,72,Debit Card,Fortnightly
11272,39,Male,Bracelet,Accessories,44,Rhode Island,L,Pink,Summer,2.6,Yes,Express,Yes,Yes,89,Cash,Annually
11273,37,Male,Scarf,Accessories,79,Colorado,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,35,Venmo,Quarterly
11274,40,Female,Dress,Clothing,73,Montana,L,Teal,Fall,2.3,No,Same Day Delivery,No,Yes,83,Venmo,Every 3 Months
11275,64,Male,Raincoat,Outerwear,81,Virginia,S,Olive,Winter,2.9,Yes,Store Pickup,No,No,47,Venmo,Every 3 Months
11276,18,Female,Flip-flops,Accessories,50,Oregon,S,Blue,Spring,1.2,No,Same Day Delivery,No,No,95,Venmo,Monthly
11277,43,Female,Jewelry,Clothing,20,Michigan,S,Olive,Summer,3.2,Yes,Express,Yes,No,81,Bank Transfer,Fortnightly
11278,31,Male,Sunglasses,Footwear,52,Kansas,M,Magenta,Summer,1.5,No,2-Day Shipping,No,No,28,Cryptocurrency,Monthly
11279,53,Male,Cufflinks,Clothing,30,Tennessee,L,Pink,Fall,4.7,Yes,Express,Yes,Yes,5,Debit Card,Weekly
11280,19,Male,Tracksuit,Footwear,75,Kansas,XL,Brown,Winter,4.2,Yes,Store Pickup,Yes,No,24,Credit Card,Monthly
11281,39,Male,Hat,Footwear,88,Missouri,S,Cyan,Fall,4.0,No,International Shipping,No,Yes,44,PayPal,Bi-Weekly
11282,28,Female,Scarf,Outerwear,84,Maine,L,Green,Winter,2.1,No,International Shipping,No,No,22,Debit Card,Weekly
11283,19,Male,Jeans,Footwear,54,Wisconsin,S,Violet,Spring,1.2,Yes,Overnight Shipping,Yes,Yes,59,Credit Card,Quarterly
11284,65,Female,Coat,Accessories,64,Ohio,S,Turquoise,Spring,4.9,No,Express,No,Yes,46,Credit Card,Weekly
11285,19,Female,Sweater,Footwear,89,Texas,S,Peach,Spring,2.8,Yes,Next Day Air,Yes,No,27,Credit Card,Weekly
11286,49,Male,T-shirt,Accessories,94,Arkansas,M,Lavender,Spring,4.7,Yes,Express,No,Yes,33,PayPal,Monthly
11287,40,Male,Socks,Clothing,34,Michigan,L,Gold,Fall,1.4,Yes,Overnight Shipping,No,No,70,Bank Transfer,Monthly
11288,19,Male,Boots,Accessories,57,Ohio,M,Maroon,Spring,2.2,Yes,Standard,Yes,Yes,95,Bank Transfer,Every 3 Months
11289,53,Male,Loafers,Outerwear,96,Ohio,XL,Gray,Winter,1.3,No,International Shipping,No,No,80,Bank Transfer,Bi-Weekly
11290,61,Female,Gloves,Outerwear,44,Montana,L,Magenta,Fall,4.7,Yes,Store Pickup,No,Yes,56,Venmo,Fortnightly
11291,30,Female,Jeans,Footwear,73,Idaho,L,Red,Summer,1.6,Yes,2-Day Shipping,No,No,45,Cash,Every 3 Months
11292,52,Male,Blouse,Accessories,96,Hawaii,M,Turquoise,Summer,1.4,Yes,2-Day Shipping,Yes,Yes,58,Debit Card,Weekly
11293,66,Female,Shoes,Footwear,45,Washington,XL,Purple,Summer,2.7,No,Overnight Shipping,No,No,0,Bank Transfer,Annually
11294,22,Male,Socks,Clothing,52,Washington,L,Yellow,Spring,4.6,No,Next Day Air,Yes,No,49,Cryptocurrency,Fortnightly
11295,62,Male,Overalls,Accessories,90,Alaska,S,Peach,Fall,2.8,Yes,Same Day Delivery,Yes,Yes,48,Credit Card,Quarterly
11296,62,Male,T-shirt,Accessories,84,Wisconsin,S,Violet,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,85,Cryptocurrency,Weekly
11297,51,Female,Raincoat,Outerwear,83,Oregon,M,Peach,Summer,3.1,Yes,Next Day Air,Yes,Yes,2,Cash,Fortnightly
11298,36,Female,Cufflinks,Footwear,94,Alaska,S,Peach,Fall,2.2,No,Free Shipping,No,No,65,Bank Transfer,Every 3 Months
11299,39,Male,Cap,Footwear,66,Arizona,XL,Silver,Fall,3.3,Yes,Free Shipping,Yes,Yes,81,PayPal,Monthly
11300,19,Female,Jewelry,Footwear,96,North Carolina,M,Red,Winter,1.8,Yes,Free Shipping,No,No,6,Venmo,Monthly
11301,64,Male,Jacket,Footwear,45,Delaware,S,Yellow,Summer,3.7,No,Standard,No,Yes,54,Debit Card,Annually
11302,39,Female,Hat,Accessories,75,Tennessee,L,Black,Spring,4.2,Yes,Free Shipping,No,No,77,Bank Transfer,Every 3 Months
11303,44,Female,Sneakers,Clothing,20,Arizona,L,Maroon,Spring,1.4,No,2-Day Shipping,Yes,Yes,90,Debit Card,Bi-Weekly
11304,42,Female,Shorts,Outerwear,61,Louisiana,XL,Charcoal,Fall,4.1,Yes,Next Day Air,No,Yes,64,Debit Card,Monthly
11305,23,Female,Necklace,Accessories,78,Iowa,M,Blue,Winter,4.0,No,Free Shipping,Yes,Yes,23,Credit Card,Monthly
11306,55,Female,Cufflinks,Accessories,41,Colorado,L,Orange,Fall,1.2,No,Store Pickup,Yes,No,44,Venmo,Bi-Weekly
11307,69,Female,Skirt,Outerwear,34,Delaware,M,Blue,Spring,2.5,No,International Shipping,Yes,No,5,PayPal,Bi-Weekly
11308,29,Female,Jeans,Clothing,45,Utah,L,Turquoise,Spring,2.2,Yes,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months
11309,39,Female,Sandals,Accessories,77,Connecticut,L,Violet,Winter,2.7,Yes,2-Day Shipping,No,No,0,Bank Transfer,Bi-Weekly
11310,67,Female,Vest,Footwear,87,Idaho,S,Violet,Winter,1.1,No,International Shipping,Yes,No,74,Debit Card,Annually
11311,19,Male,Vest,Outerwear,33,Nevada,L,Charcoal,Spring,4.5,No,Overnight Shipping,Yes,No,55,Cash,Fortnightly
11312,59,Male,Cardigan,Outerwear,91,Massachusetts,XL,Red,Spring,1.7,Yes,Free Shipping,No,No,95,Bank Transfer,Every 3 Months
11313,65,Female,Jewelry,Accessories,89,Alabama,L,Orange,Spring,2.3,Yes,International Shipping,Yes,No,47,PayPal,Fortnightly
11314,46,Male,Flip-flops,Clothing,69,Nebraska,M,Orange,Spring,1.5,Yes,Store Pickup,No,Yes,18,Credit Card,Quarterly
11315,56,Female,Watch,Footwear,92,Rhode Island,S,Yellow,Spring,3.7,Yes,Standard,Yes,Yes,37,Venmo,Monthly
11316,27,Male,Blouse,Clothing,50,Oklahoma,XL,Purple,Spring,4.5,Yes,Same Day Delivery,No,No,58,Credit Card,Bi-Weekly
11317,30,Female,Handbag,Outerwear,86,Alabama,XL,Red,Summer,2.4,No,Express,Yes,Yes,31,Cryptocurrency,Weekly
11318,66,Female,Sweater,Outerwear,45,North Carolina,L,Gray,Fall,2.3,No,Overnight Shipping,No,Yes,79,Credit Card,Fortnightly
11319,29,Female,Pants,Accessories,42,Nevada,XL,Black,Spring,3.0,No,Same Day Delivery,Yes,No,7,PayPal,Every 3 Months
11320,49,Female,Hat,Footwear,96,Iowa,XL,Gold,Spring,4.6,Yes,Overnight Shipping,Yes,No,59,Cash,Annually
11321,20,Male,Jacket,Footwear,43,Delaware,XL,Violet,Summer,2.6,No,Free Shipping,Yes,No,86,Venmo,Weekly
11322,63,Male,Gloves,Clothing,48,New Jersey,L,Peach,Spring,1.8,No,Standard,No,Yes,73,PayPal,Quarterly
11323,39,Female,Jewelry,Outerwear,33,Kentucky,M,Orange,Fall,1.1,Yes,Next Day Air,Yes,Yes,45,Debit Card,Every 3 Months
11324,37,Male,Overalls,Outerwear,99,Florida,M,Indigo,Winter,2.9,Yes,Store Pickup,No,Yes,70,Debit Card,Quarterly
11325,24,Female,Skirt,Outerwear,28,Minnesota,S,Purple,Fall,2.1,Yes,Store Pickup,Yes,No,73,Debit Card,Bi-Weekly
11326,33,Male,Boots,Outerwear,56,Colorado,M,Beige,Spring,4.8,Yes,International Shipping,Yes,Yes,46,Cash,Monthly
11327,40,Female,Necklace,Footwear,66,Oregon,S,Turquoise,Winter,4.4,No,Same Day Delivery,Yes,No,97,Cryptocurrency,Fortnightly
11328,61,Male,Watch,Outerwear,46,Vermont,M,Purple,Winter,2.4,No,Overnight Shipping,No,No,3,Debit Card,Annually
11329,53,Female,Belt,Outerwear,48,Pennsylvania,L,Cyan,Fall,4.8,Yes,International Shipping,No,No,24,Cash,Weekly
11330,65,Male,Shorts,Clothing,53,Montana,XL,Magenta,Spring,3.7,Yes,Express,No,No,64,Bank Transfer,Quarterly
11331,47,Female,Necklace,Clothing,97,Kansas,XL,Blue,Winter,1.7,Yes,Express,No,No,68,Cash,Quarterly
11332,56,Female,Backpack,Clothing,27,Kentucky,S,Violet,Winter,4.1,No,Next Day Air,No,Yes,38,Cryptocurrency,Every 3 Months
11333,20,Male,Jewelry,Clothing,22,Vermont,S,Red,Fall,3.7,Yes,Standard,No,Yes,54,PayPal,Quarterly
11334,48,Male,Sweater,Footwear,24,Connecticut,M,Lavender,Winter,1.4,Yes,Overnight Shipping,No,Yes,17,Debit Card,Fortnightly
11335,56,Female,Windbreaker,Accessories,40,Maryland,S,Black,Fall,1.8,Yes,Standard,Yes,No,79,Venmo,Annually
11336,60,Female,Jacket,Footwear,22,Iowa,S,Blue,Summer,3.8,No,Store Pickup,Yes,Yes,45,Cryptocurrency,Weekly
11337,22,Male,Gloves,Outerwear,27,Illinois,XL,Indigo,Spring,4.5,No,International Shipping,No,No,69,PayPal,Fortnightly
11338,24,Male,Tie,Accessories,84,Massachusetts,XL,Olive,Winter,2.3,Yes,2-Day Shipping,No,No,92,Debit Card,Bi-Weekly
11339,42,Female,Jeans,Outerwear,52,Delaware,M,Pink,Fall,4.0,No,International Shipping,Yes,No,60,Cash,Monthly
11340,34,Female,Windbreaker,Clothing,54,West Virginia,S,Maroon,Winter,4.5,No,Free Shipping,No,No,50,PayPal,Fortnightly
11341,46,Female,Hat,Clothing,86,Mississippi,M,Purple,Winter,2.0,Yes,Free Shipping,Yes,No,27,Venmo,Fortnightly
11342,40,Male,Hat,Outerwear,28,Maryland,L,Gold,Spring,1.7,Yes,Express,Yes,No,98,Debit Card,Every 3 Months
11343,54,Female,Blouse,Clothing,22,Oklahoma,S,Turquoise,Summer,4.0,No,Free Shipping,No,No,35,Debit Card,Bi-Weekly
11344,44,Male,Cap,Clothing,95,Wyoming,S,Gold,Winter,4.7,Yes,Store Pickup,Yes,Yes,8,Bank Transfer,Annually
11345,23,Female,T-shirt,Footwear,33,Nevada,XL,Teal,Summer,3.9,Yes,2-Day Shipping,No,No,95,Cryptocurrency,Monthly
11346,39,Female,Sandals,Clothing,28,Texas,L,Gray,Summer,1.5,Yes,International Shipping,Yes,Yes,32,Bank Transfer,Bi-Weekly
11347,32,Male,Necklace,Accessories,53,West Virginia,M,Cyan,Summer,3.0,No,Free Shipping,Yes,No,41,Bank Transfer,Fortnightly
11348,44,Male,Shirt,Clothing,96,Florida,M,Charcoal,Spring,1.9,Yes,Express,Yes,Yes,18,Cash,Monthly
11349,64,Male,Dress,Clothing,91,South Dakota,S,Brown,Spring,1.4,Yes,Overnight Shipping,Yes,No,98,Venmo,Annually
11350,63,Male,Shorts,Clothing,34,Nebraska,XL,Teal,Fall,1.3,No,Overnight Shipping,Yes,Yes,58,Bank Transfer,Weekly
11351,44,Female,Shorts,Outerwear,72,Alaska,XL,Lavender,Summer,4.1,No,Express,No,No,30,Debit Card,Every 3 Months
11352,56,Female,Shirt,Clothing,63,New Jersey,M,Brown,Spring,3.7,No,Same Day Delivery,Yes,Yes,7,Cryptocurrency,Monthly
11353,35,Male,Swimsuit,Outerwear,82,Arkansas,XL,Blue,Spring,4.2,No,2-Day Shipping,No,No,61,Credit Card,Annually
11354,66,Male,Blouse,Footwear,38,Michigan,S,Brown,Spring,3.2,No,2-Day Shipping,Yes,Yes,38,PayPal,Monthly
11355,46,Female,Overalls,Outerwear,20,Vermont,L,Red,Summer,4.3,Yes,Standard,Yes,No,18,Cash,Annually
11356,44,Male,Earrings,Accessories,97,Delaware,L,Pink,Winter,2.2,Yes,Express,Yes,No,4,Cash,Quarterly
11357,52,Male,Gloves,Footwear,41,Georgia,XL,Olive,Summer,4.3,Yes,Same Day Delivery,No,No,23,Credit Card,Bi-Weekly
11358,34,Male,Blouse,Footwear,51,California,L,Maroon,Fall,1.5,Yes,Same Day Delivery,Yes,No,93,Credit Card,Monthly
11359,23,Male,Shoes,Outerwear,84,North Dakota,XL,Silver,Summer,4.9,Yes,Free Shipping,Yes,No,85,Venmo,Fortnightly
11360,47,Male,Hat,Outerwear,79,New Mexico,XL,Maroon,Winter,1.5,Yes,Free Shipping,No,Yes,23,Credit Card,Fortnightly
11361,61,Female,Sweater,Accessories,84,Utah,S,Orange,Spring,1.6,Yes,Store Pickup,No,No,99,Cash,Annually
11362,65,Female,Boots,Outerwear,94,Indiana,M,Black,Spring,4.3,Yes,Standard,Yes,Yes,63,PayPal,Fortnightly
11363,58,Male,Windbreaker,Accessories,47,Oklahoma,L,Charcoal,Spring,4.2,No,Next Day Air,No,No,54,Cash,Quarterly
11364,35,Male,Sweater,Clothing,62,Hawaii,XL,Charcoal,Summer,3.6,Yes,Store Pickup,No,Yes,37,Credit Card,Bi-Weekly
11365,30,Female,Necklace,Footwear,27,Virginia,M,Orange,Spring,4.0,Yes,Store Pickup,Yes,No,53,Debit Card,Every 3 Months
11366,69,Female,Sneakers,Accessories,42,Hawaii,L,Green,Fall,4.1,No,Express,Yes,No,43,Venmo,Monthly
11367,55,Female,Handbag,Footwear,53,Maryland,L,Purple,Winter,2.7,No,Express,No,Yes,0,Debit Card,Quarterly
11368,23,Male,Socks,Accessories,86,Georgia,S,Green,Summer,1.9,No,Free Shipping,Yes,Yes,17,PayPal,Quarterly
11369,29,Female,Hat,Outerwear,84,Montana,L,Brown,Winter,3.1,Yes,Same Day Delivery,Yes,No,94,Cryptocurrency,Fortnightly
11370,26,Male,Cufflinks,Outerwear,35,Nevada,XL,Green,Summer,3.4,No,2-Day Shipping,No,Yes,26,PayPal,Annually
11371,63,Male,Sweater,Footwear,84,Texas,L,Olive,Spring,4.7,Yes,2-Day Shipping,No,Yes,28,Venmo,Fortnightly
11372,38,Female,Tie,Accessories,30,North Dakota,XL,Lavender,Summer,4.3,Yes,Standard,No,Yes,81,Debit Card,Every 3 Months
11373,41,Female,Scarf,Accessories,75,Idaho,L,Gold,Winter,2.1,Yes,Express,No,No,21,Cash,Annually
11374,47,Female,Bracelet,Accessories,58,New York,S,Silver,Fall,4.1,No,Next Day Air,No,No,49,PayPal,Bi-Weekly
11375,64,Male,Sandals,Clothing,41,Arizona,M,Gold,Spring,4.6,Yes,Next Day Air,Yes,Yes,64,Debit Card,Quarterly
11376,35,Male,Blouse,Outerwear,24,Alaska,S,Red,Summer,3.6,No,Next Day Air,No,Yes,85,PayPal,Bi-Weekly
11377,37,Female,Jewelry,Accessories,51,Delaware,L,Cyan,Winter,3.7,No,Free Shipping,No,No,42,Cash,Annually
11378,19,Female,Pants,Footwear,81,Iowa,S,Peach,Summer,1.4,Yes,2-Day Shipping,No,Yes,34,PayPal,Fortnightly
11379,61,Female,Shoes,Outerwear,88,South Carolina,L,Pink,Winter,3.4,Yes,Express,Yes,No,52,Cash,Every 3 Months
11380,43,Female,Shorts,Accessories,91,New Mexico,XL,Silver,Winter,3.2,Yes,Standard,No,No,48,Debit Card,Weekly
11381,44,Female,Tracksuit,Footwear,57,Maine,M,Black,Fall,2.4,No,Next Day Air,No,Yes,97,Cryptocurrency,Quarterly
11382,38,Male,Pants,Outerwear,34,Idaho,L,White,Winter,4.2,No,Free Shipping,No,No,5,Credit Card,Quarterly
11383,59,Male,Bracelet,Clothing,51,Wyoming,L,Purple,Fall,1.4,Yes,2-Day Shipping,No,No,15,Credit Card,Fortnightly
11384,47,Female,Jewelry,Clothing,26,Nevada,L,Magenta,Spring,1.7,Yes,International Shipping,Yes,Yes,17,PayPal,Weekly
11385,42,Male,Shirt,Clothing,39,Pennsylvania,M,Blue,Winter,2.1,Yes,Express,Yes,No,18,Venmo,Annually
11386,34,Male,Cufflinks,Footwear,40,Connecticut,L,Gold,Winter,2.0,No,Next Day Air,No,Yes,55,Cash,Annually
11387,70,Female,Sunglasses,Accessories,71,Oklahoma,M,Turquoise,Spring,3.5,Yes,Next Day Air,Yes,No,57,Bank Transfer,Weekly
11388,29,Female,Sneakers,Clothing,47,North Dakota,L,Magenta,Fall,2.2,Yes,Express,Yes,No,97,PayPal,Fortnightly
11389,42,Male,Hoodie,Clothing,35,Iowa,L,Black,Summer,1.4,No,International Shipping,No,Yes,24,Venmo,Bi-Weekly
11390,43,Female,Backpack,Accessories,91,Mississippi,XL,Red,Summer,1.9,Yes,Standard,No,No,27,Cash,Quarterly
11391,45,Female,Hat,Outerwear,30,Wisconsin,M,Turquoise,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,96,PayPal,Weekly
11392,32,Male,Coat,Footwear,41,Rhode Island,L,Peach,Fall,2.3,Yes,International Shipping,No,Yes,34,Bank Transfer,Every 3 Months
11393,60,Female,Belt,Footwear,81,California,L,Green,Winter,1.1,Yes,Express,No,No,2,Credit Card,Fortnightly
11394,21,Female,Shoes,Footwear,67,Oklahoma,M,White,Fall,4.5,Yes,Standard,Yes,Yes,88,Debit Card,Bi-Weekly
11395,58,Female,Scarf,Footwear,85,Massachusetts,M,Violet,Fall,4.0,No,Store Pickup,No,Yes,52,PayPal,Bi-Weekly
11396,51,Female,Sunglasses,Footwear,87,Mississippi,S,Indigo,Winter,4.7,Yes,Store Pickup,No,Yes,61,Bank Transfer,Annually
11397,41,Female,Sneakers,Footwear,42,Nebraska,L,Indigo,Spring,2.8,No,Express,Yes,Yes,94,Venmo,Every 3 Months
11398,70,Male,Shirt,Outerwear,71,North Dakota,M,Lavender,Winter,4.1,Yes,Store Pickup,No,No,38,Venmo,Quarterly
11399,55,Male,Handbag,Footwear,75,Georgia,S,Maroon,Winter,4.0,Yes,Store Pickup,No,No,61,Debit Card,Every 3 Months
11400,36,Female,Backpack,Accessories,62,Nevada,M,Red,Fall,4.2,No,Standard,Yes,No,15,PayPal,Bi-Weekly
11401,32,Female,Boots,Clothing,70,Kentucky,S,Yellow,Fall,4.8,Yes,Standard,Yes,Yes,58,PayPal,Quarterly
11402,31,Male,Sweater,Outerwear,93,North Dakota,S,White,Summer,4.4,Yes,Store Pickup,No,Yes,56,Venmo,Weekly
11403,20,Female,Scarf,Clothing,62,Nebraska,L,Silver,Spring,4.1,No,Same Day Delivery,No,No,96,Cryptocurrency,Quarterly
11404,38,Male,Handbag,Outerwear,98,Minnesota,XL,Purple,Summer,1.1,Yes,Same Day Delivery,Yes,Yes,83,Cryptocurrency,Weekly
11405,55,Female,Pants,Clothing,35,Kansas,XL,Cyan,Winter,4.4,Yes,Next Day Air,Yes,No,71,Bank Transfer,Bi-Weekly
11406,53,Female,Sunglasses,Clothing,74,Texas,XL,Blue,Fall,1.3,No,Next Day Air,Yes,No,28,Credit Card,Quarterly
